tier,model_name,contract_format,prompt_id,prompt_category,replication,prompt_tokens,contract_tokens,context_pressure,contract_understanding_accuracy,semantic_compliance,schema_compliant,instruction_interference
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-01,constraint_negation,16,1560,1450,0.0078,0.943,0.9043,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-01,constraint_negation,17,1560,1450,0.0078,0.9403,0.908,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-01,constraint_negation,18,1560,1450,0.0078,0.9451,0.8944,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-01,constraint_negation,19,1560,1450,0.0078,0.9599,0.9498,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-01,constraint_negation,20,1560,1450,0.0078,0.9128,0.9059,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,1,1560,1450,0.0078,0.9529,0.9428,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,2,1560,1450,0.0078,0.9095,0.94,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,3,1560,1450,0.0078,0.9367,0.9492,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,4,1560,1450,0.0078,0.9005,0.939,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,5,1560,1450,0.0078,0.9398,0.9463,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,6,1560,1450,0.0078,0.9069,0.8964,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,7,1560,1450,0.0078,0.9163,0.9263,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,8,1560,1450,0.0078,0.9122,0.9281,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,9,1560,1450,0.0078,0.9293,0.9443,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,10,1560,1450,0.0078,0.9055,0.9154,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,11,1560,1450,0.0078,0.9002,0.9363,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,12,1560,1450,0.0078,0.9157,0.9345,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,13,1560,1450,0.0078,0.9257,0.8906,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,14,1560,1450,0.0078,0.953,0.9442,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,15,1560,1450,0.0078,0.9501,0.925,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,16,1560,1450,0.0078,0.9076,0.9085,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,17,1560,1450,0.0078,0.9478,0.9416,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,18,1560,1450,0.0078,0.9126,0.905,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,19,1560,1450,0.0078,0.9468,0.943,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-02,authority_boundary,20,1560,1450,0.0078,0.9372,0.8993,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,1,1560,1450,0.0078,0.9519,0.9486,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,2,1560,1450,0.0078,0.9529,0.8915,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,3,1560,1450,0.0078,0.9199,0.9458,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,4,1560,1450,0.0078,0.9518,0.9386,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,5,1560,1450,0.0078,0.9472,0.8965,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,6,1560,1450,0.0078,0.9515,0.9033,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,7,1560,1450,0.0078,0.9276,0.9083,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,8,1560,1450,0.0078,0.9137,0.8914,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,9,1560,1450,0.0078,0.9197,0.9419,False,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,10,1560,1450,0.0078,0.9167,0.9285,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,11,1560,1450,0.0078,0.9589,0.9222,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,12,1560,1450,0.0078,0.9069,0.9482,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,13,1560,1450,0.0078,0.9578,0.9059,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,14,1560,1450,0.0078,0.9261,0.9337,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,15,1560,1450,0.0078,0.9364,0.9207,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,16,1560,1450,0.0078,0.9346,0.9053,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,17,1560,1450,0.0078,0.9001,0.9455,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,18,1560,1450,0.0078,0.9432,0.9345,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,19,1560,1450,0.0078,0.9219,0.8942,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-03,budget_enforcement,20,1560,1450,0.0078,0.9198,0.9088,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,1,1560,1450,0.0078,0.9432,0.908,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,2,1560,1450,0.0078,0.9245,0.9141,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,3,1560,1450,0.0078,0.9076,0.9152,False,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,4,1560,1450,0.0078,0.9406,0.9442,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,5,1560,1450,0.0078,0.9181,0.9229,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,6,1560,1450,0.0078,0.9172,0.9158,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,7,1560,1450,0.0078,0.9393,0.9179,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,8,1560,1450,0.0078,0.9128,0.9184,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,9,1560,1450,0.0078,0.9478,0.9002,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,10,1560,1450,0.0078,0.9309,0.928,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,11,1560,1450,0.0078,0.9491,0.9351,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,12,1560,1450,0.0078,0.9135,0.9019,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,13,1560,1450,0.0078,0.9147,0.9185,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,14,1560,1450,0.0078,0.9044,0.9149,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,15,1560,1450,0.0078,0.9117,0.9318,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,16,1560,1450,0.0078,0.9146,0.9294,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,17,1560,1450,0.0078,0.9451,0.9362,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,18,1560,1450,0.0078,0.9255,0.9006,False,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,19,1560,1450,0.0078,0.9311,0.893,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-04,objective_immutability,20,1560,1450,0.0078,0.9509,0.9174,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,1,1560,1450,0.0078,0.9401,0.9493,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,2,1560,1450,0.0078,0.957,0.9435,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,3,1560,1450,0.0078,0.9432,0.9203,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,4,1560,1450,0.0078,0.9329,0.9438,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,5,1560,1450,0.0078,0.9285,0.9056,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,6,1560,1450,0.0078,0.9383,0.9359,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,7,1560,1450,0.0078,0.9376,0.9065,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,8,1560,1450,0.0078,0.9171,0.9063,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,9,1560,1450,0.0078,0.9324,0.8983,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,10,1560,1450,0.0078,0.9416,0.9324,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,11,1560,1450,0.0078,0.9245,0.9226,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,12,1560,1450,0.0078,0.9124,0.9152,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,13,1560,1450,0.0078,0.935,0.9317,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,14,1560,1450,0.0078,0.9459,0.9128,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,15,1560,1450,0.0078,0.9211,0.9352,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,16,1560,1450,0.0078,0.9572,0.9151,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,17,1560,1450,0.0078,0.9328,0.9262,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,18,1560,1450,0.0078,0.9132,0.9162,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,19,1560,1450,0.0078,0.9202,0.9307,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),monolithic_contract,PROMPT-05,acceptance_criteria,20,1560,1450,0.0078,0.9099,0.918,True,0.02
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,1,337,227,0.001685,0.9973,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,2,337,227,0.001685,0.9939,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,3,337,227,0.001685,0.9681,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,4,337,227,0.001685,0.9827,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,5,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,6,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,7,337,227,0.001685,0.9612,1.0,False,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,8,337,227,0.001685,0.981,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,9,337,227,0.001685,0.9991,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,10,337,227,0.001685,0.972,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,11,337,227,0.001685,0.9676,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,12,337,227,0.001685,0.9731,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,13,337,227,0.001685,0.9701,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,14,337,227,0.001685,0.9669,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,15,337,227,0.001685,0.9665,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,16,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,17,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,18,337,227,0.001685,0.9976,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,19,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-01,constraint_negation,20,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,1,337,227,0.001685,0.9857,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,2,337,227,0.001685,0.9805,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,3,337,227,0.001685,0.9663,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,4,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,5,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,6,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,7,337,227,0.001685,0.9861,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,8,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,9,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,10,337,227,0.001685,0.9966,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,11,337,227,0.001685,1.0,1.0,True,0.01
