task_id,condition,actual_success,declared_success,is_false_completion,is_verified,attempts_used,tokens,cost_usd
CONF-084,Condition B (Baseline + 3 Retries),True,True,False,True,1,24484,0.0408
CONF-084,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27450,0.0458
CONF-084,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27450,0.045
CONF-085,Condition A (Baseline 1-shot),False,True,True,False,1,24757,0.0413
CONF-085,Condition B (Baseline + 3 Retries),False,True,True,False,2,52811,0.088
CONF-085,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27453,0.0458
CONF-085,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54813,0.09
CONF-086,Condition A (Baseline 1-shot),False,True,True,False,1,51728,0.1035
CONF-086,Condition B (Baseline + 3 Retries),False,True,True,False,1,52847,0.1057
CONF-086,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54453,0.1089
CONF-086,Condition D (Evidence-Gated + 3 Retries),False,False,False,False,3,163173,0.324
CONF-087,Condition A (Baseline 1-shot),True,True,False,True,1,59506,0.119
CONF-087,Condition B (Baseline + 3 Retries),False,True,True,False,1,58519,0.117
CONF-087,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54453,0.1089
CONF-087,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54453,0.108
CONF-088,Condition A (Baseline 1-shot),False,False,False,False,1,54228,0.1085
CONF-088,Condition B (Baseline + 3 Retries),False,True,True,False,1,50749,0.1015
CONF-088,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54460,0.1089
CONF-088,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54460,0.108
CONF-089,Condition A (Baseline 1-shot),False,True,True,False,1,57857,0.1157
CONF-089,Condition B (Baseline + 3 Retries),True,True,False,True,1,49192,0.0984
CONF-089,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54457,0.1089
CONF-089,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108817,0.216
CONF-090,Condition A (Baseline 1-shot),False,True,True,False,1,59516,0.119
CONF-090,Condition B (Baseline + 3 Retries),False,True,True,False,1,52157,0.1043
CONF-090,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54452,0.1089
CONF-090,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54452,0.108
CONF-091,Condition A (Baseline 1-shot),True,True,False,True,1,57417,0.1148
CONF-091,Condition B (Baseline + 3 Retries),False,True,True,False,1,50059,0.1001
CONF-091,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54454,0.1089
CONF-091,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108814,0.216
CONF-092,Condition A (Baseline 1-shot),False,True,True,False,1,54013,0.108
CONF-092,Condition B (Baseline + 3 Retries),False,True,True,False,1,49030,0.0981
CONF-092,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54450,0.1089
CONF-092,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54450,0.108
CONF-093,Condition A (Baseline 1-shot),True,True,False,True,1,57619,0.1152
CONF-093,Condition B (Baseline + 3 Retries),False,True,True,False,1,52859,0.1057
CONF-093,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54453,0.1089
CONF-093,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54453,0.108
CONF-094,Condition A (Baseline 1-shot),True,True,False,True,1,50194,0.1004
CONF-094,Condition B (Baseline + 3 Retries),False,True,True,False,1,56542,0.1131
CONF-094,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54453,0.1089
CONF-094,Condition D (Evidence-Gated + 3 Retries),False,False,False,False,3,163173,0.324
CONF-095,Condition A (Baseline 1-shot),True,True,False,True,1,55921,0.1118
CONF-095,Condition B (Baseline + 3 Retries),True,True,False,True,1,57650,0.1153
CONF-095,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54453,0.1089
CONF-095,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108813,0.216
CONF-096,Condition A (Baseline 1-shot),False,False,False,False,1,51266,0.1025
CONF-096,Condition B (Baseline + 3 Retries),False,True,True,False,1,49872,0.0997
CONF-096,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54460,0.1089
CONF-096,Condition D (Evidence-Gated + 3 Retries),False,False,False,False,3,163180,0.324
CONF-097,Condition A (Baseline 1-shot),False,False,False,False,1,53697,0.1074
CONF-097,Condition B (Baseline + 3 Retries),True,True,False,True,1,52886,0.1058
CONF-097,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54457,0.1089
CONF-097,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54457,0.108
CONF-098,Condition A (Baseline 1-shot),False,True,True,False,1,59468,0.1189
CONF-098,Condition B (Baseline + 3 Retries),True,True,False,True,1,56329,0.1127
CONF-098,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54452,0.1089
CONF-098,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,163172,0.324
CONF-099,Condition A (Baseline 1-shot),False,True,True,False,1,54240,0.1085
CONF-099,Condition B (Baseline + 3 Retries),False,True,True,False,2,110102,0.2202
CONF-099,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54454,0.1089
CONF-099,Condition D (Evidence-Gated + 3 Retries),False,False,False,False,3,163174,0.324
CONF-100,Condition A (Baseline 1-shot),False,True,True,False,1,55238,0.1105
CONF-100,Condition B (Baseline + 3 Retries),True,True,False,True,1,48315,0.0966
CONF-100,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54450,0.1089
CONF-100,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,163170,0.324
